text,stars,sentiment,film_id
"Jeden ze 100 filmů, které musíte vidět, než umřete. Jeden z 500 největších filmů všech dob časopisu Empire. Celosvětově divácky úspěšný film. Velmi lidský snímek z věznice Shawshank, který baví a dojímá i po létech. Trailer:http://www.csfd.cz/film/2294-vykoupeni-z-veznice-shawshank-shawshank-redemption-the/videa/",5,positive,2294
"Samozřejmě, že toto nemůže nikdo brát vážně. Je to slátanina jako každá jiná podobného žraločího dna i jiného dna. Ale jelikož jsem sběratel a hráč videoher sega a nintendo od všech nejstarších konzolí po nejnovější, tak dám alespoň jednu hvězdičku za to, že ta počítačová grafika je docela pěkná:) Ve srovnání s herními konzolemi:)",1,negative,131733
"Nemám žiadny problém s Barbrou ako ženou, ani s Redfordom, aj keď nie som jeho skalný fanúšik, ale táto romantika nefungovala. Hlavne keď sa kombinovala s politikou, klubom sovietsko-amerického priateľstva, to mi film úplne znechucovalo a záver ma nezaujímal, čo je u mňa znakom slabého filmu.",2,negative,7385
"Se7en je podle mě rozhodně nejlepší Fincherovo dílo. Film začíná pozvolna jako celé vyšetřování a seznamování se s hlavními postavami. Postupně se však začíná zaplétat, stávat se zajímavějším a napínavějším. Atmosféra houstne a celý příběh končí dokonale vypointovaným a vygradovaným závěrem. Ale nesmím také opomenout herecké obsazení; Freeman je výborný jako vždycky, Pitt se v mých očích dost vytáhl, ale od okamžiku kdy vstoupí na scénu dokonale úchylný Spacey, strhne na sebe veškerou pozornost a je opravdu radost ho v jeho roli sledovat. Dávám jasných 5*; tento klenot patří a myslím, že i v budoucnu bude patřit mezi nejlepší thrillery a filmy vůbec. Moje TOP 10.",5,positive,2671
"Netrpím averzí na Michala Davida, a kdyby se natočilo něco podobně svižného jako Discopříběh tak mu budu tleskat. Jenže v tomhle filmu plném naprosto podprůměrných písniček krom asi dvou melodičtějších to je bída. Pokud bych točil film s písničkama Michala Davida, tak bych tam nacpal všechny jeho hitovky včetně Decibely lásky, která v tomhle filmu zazní jen na pět (!) sekund. Co se týká děje - nula. Jednomu klukovi se líbí jedna holka, dva důchodi vzpomínaj. Nic víc. Dialogy: polovina jich je vzpomínání a sentiment typu, tenkrát když jsem byla mladá a to byly časy. Herecké výkony dejme tomu, ikdyž opuchlý Hrušínský trochu ztratil kouzlo kominického učně. Velké zklamání a nezachrání to ani celkem hezký holky.",1,negative,343970
"Takže co říct k tomuto Vřískotu po Česku? Pokud si dobře pamatuji první Kučerův film Čepel smrti, tak od té doby se prakticky nezměnilo, řekl bych, že se samotný tvůrce nic nového nenaučil... Samozřejmě, scénář je kopírka Vřískotu a jiných povřískotovských slasherů, samozřejmě silně nelogický, v mnoha pasážích nechtěně komický, ale to vem čert, herci klasicky nic moc (pro většinu to snad bylo první seznámení s kamerou, samozřejmě vyjímaje z toho Máchovou, Morávkovou a Mejzlíka), za celý film ani jedna bradavka, což u slasheru považuji za zásadní nedostatek, ale na druhou stranu mrtvých bylo tak akorát a hudba se stejně jako v Čepeli smrti povedla... Musím říct, že jsem viděl mnohem horší kousky, takže dám stejně jako v případě Čepele smrti dva body, ale vzhledem k obsazení, zdejší nízké hodnocení docela chápu...",2,negative,319022
"Scenarista predtim evidentne koukal na trochu znamejsi filmik, kde si svych pet minut slavy uzil mistr rychlych kopu, kozenych sak a zdrave prirody, tesne predtim nez nejak nestihnul vlezt do letadla a jaksi se tak i obetoval:o) pro tym. Vsak, vite ktery:o)",1,negative,83079
"Bože, proč? Proč jsi dovolil, aby další nudná a příšerná patlanina spatřila světlo tohoto světa? Celá pointa je v podstatě o ničem, vše tvoří nehorázně hloupé a nepromyšlené dialogy, hrozné scény, které ničím nezaujmou a banda pitomců, co jedou do nějakého chrámu bez žádného důvodu, nebo ehm, vlastně mají takový pocit, že dělají správnou věc a.. a že zachrání svět a.. ehm bla bla bla. Nechápu, jak může někdo natočit něco tak příšerného, i já, naprostý amatér bych se nikdy neodvážil tohle vyprodukovat. Jedna hvězda za vcelku povedený soundtrack, ale jinak by hodnocení odpad! ani zdaleka nevyjádřilo můj skutečný názor...",1,negative,239161
"Nechápala jsem to, ale měla ''ráda''... Nevím, asi jsem musela mít zavřené obě oči, protože takováhle blbost se přeci nedá přehlídnout?!",1,negative,13178
"Trošku by mě zajímala inspirace u tohoto filmu, ale nezaslouží si až takovou kritiku. Je to vyloženě film pro mladší publikum, které může překvapivě v některých momentech pobavit.",2,negative,20355
"Naměpohužel cestování časem nefunguje. Nedokážu natolik vypnout mozek, aby mě nevadila nelogičnost příběhujak v celélince, tak i v detailech. Život se nedá vrátit, ani napravit chyby z dětství či dospívání, s tím se musíme smířit.",2,negative,45608
"Film, který přesvědčil zapšklé Akademiky i další filmové ""intelektuály"", že i thrillery a horory mohou být považovány za umění. Anthony Hopkins ztvárnil roli šarmantního psychopata na výbornou (což už se nedá říct o dvou pokračováních) Špička ve svém žánru, závěrečná scéna z temného sklepa je vynikající. Přesto si myslím, že třeba Se7en je ještě o dost lepší.",4,positive,2356
"Bolo to dost zle, ale stokrat radsej by som toto videl znova nez filmy, ktorym sa na CSFD dava pozerskych 5 hviezdiciek a absolutne tomu nerozumiem.  Proste vidime niekde slavne meno, tak najhorsie co dame je za 3 a tuto sa prideme vyvrsit, akekolvek zdanie objektivity moze ist kadit.  Stvorku som asi nevidel, to muselo byt strasne, trojka mala akesi 90s production value.  Toto malo svoje momenty, tak za 1.5*, dve sa mi zdaju vela lebo vela veci tam bolo proti srsti.  Ale ako vidim, ani edgy teenagerom sa to nezalíškalo.",1,negative,901759
"""Dřív jste si policistů vážili, protože jinak vás vzali po hlavě obuškem.. Tenkrát nesmlouvali.. Byli zákon !! Dneska vás kvůli respektu rovnou zastřelí.."" ;)",4,positive,6238
"Je to trochu na palici, utahaný děj, jestli se tomu dá říkat děj, zvláštní výjevy a dosti švihlý chlapík s ještě horší přítelkyní, kterou zřejmě přefikl nepěkný ufoun. Nemůžu říct, že by se mi to nelíbilo, vydržel jsem se na to dívat, bylo tam ""něco"", kvůli čemu jsem to horlivě sledoval a snažil se to alespoň z části pochopit, což moc nešlo. V diskuzi je dost zajimavý článek o možném vysvětlení, které má něco do sebe.",2,negative,6252
"Tak, jelikož jsem fanouškem obou dvou dílů Aut, tak jsem si tenhle krátký film nemohl ujít. Některé povídky se mi líbily více a některé méně. Asi nejvíc se mi líbila poslední povídka a to burák v Tokiu a nejméně asi úplně první a to Burák kaskadérem. Jinak se mi líbil Blesk McQueen v podání Buráka. Vždycky tam hrál nějakého nešiku, až na poslední 2 příběhy. Jinak nechyběly dobré vtipy. Cars Toon je doopravdy dobrý filmeček a když jsem ho viděl po prvé tak jsem si ho po skončení pustil ještě jednou.80%",4,positive,277505
Pusťte to svým dětem několikrát před spaním a vyrostou z nich buď Lynchové nebo šílenci. A je v tom vůbec rozdíl?,5,positive,6245
"Věřil jsem, že tomu po shlídnutí dám třeba jednu *   Spletl jsem se.  Děs Běs. Připravte se na jízdu v bahně kravin, zalitým hnusnem z trapasu, posypaným cukrem z demence a to vše na talíři idiocie.",1,negative,264179
"NFR 2020, Oscar 2 : Herec VR - Heath Ledger, Zvukové efekty + 6 nominací: Kamera, Výprava, Střih, Masky, Zvuk, Vizuální efekty",4,positive,223734
"Za to, jak jsem se pobavil. Titanic II, všechno se opakuje, loď se potapí, padaj kapky, herci špičkový výběr.. bylo mi jich opravdu líto, je to napínavý, skoro se tam někdo utopil v nádrži a chvíli byla i trochu zima.",1,negative,279546
"Je ta metafora nakažlivá?"" Tohle je tak blbé, až je to vlastně jen blbé. Konečně Pamela a Denise dostaly role, které jsou jich hodny. jako pár vtipných momentů to mělo, ale každý z nich tvůrci zabili tím, že ho zbytečně a neuvěřitelně natahovali. ""To byla nadstavba, ty moulo.""",1,negative,223872
"Když vidím zdejší hodnocení,tak musím jen souhlasit,ale ne tak úplně. Je to sice blbost, nijaké herecké výkony,ani ta zápletka se fakt nevydařila. Ale takových filmů,co je hodnoceno jako odpad je převelice a já bych ostatním řekl, ať se na to klidně podívají. Vůbec nic od toho nečekejte,ale Ty mladší děti  budou spokojení. Za mě 40 %.",2,negative,901759
"Vladimír Menšík hraje v roli ničím výjimečného čtyřicetiletého Čendu, dobráka od kosti, který žije sám, pouze se stará o nemocnou matku. Jednoho dne do jeho života vstoupí, úplně náhodou pěkná mladá slečna a Čenda se zamiluje…….. Klec pro dva je příběh lásky o potřebě citu v životě.",4,positive,6268
"Až nezvyklý, ryze klukovský film o objevování tajemných míst, přátelství, bojích s jinou partou i zradě. Jen na chvilku se jejich eskapády přeruší realita, jinak je to letní dobrodružství u vody se vším, co k tomu patří. Jindřich Plachta navíc partě dělá čestného člena, kluky chrání a nepokrytě jim závidí. Příjemný snímek, který mě překvapil a bavil až do konce.",4,positive,5366
"Dobrodruzne scifi na urovni tv filmu. Zle digitalne efekty tomuto snimku podkopavaju nohy a zabijaju aj tych par slusnych zableskov filmarciny. Celkovo sa film berie moc vazne a hra na filmy typu Predator. Tvorcovia by spravili lepsie, keby atmosferu mierne odlahcili a netlacili tak na pilu. Bez smiesnych digitalnych efektov, ako napriklad vybuch vrtulniku, by sa to dalo este hodnotit lepsie..prisera nevyzera az tak zle. Na vhs prinieslo Video-Spoj.",1,negative,15429
"Matka a syn. Jsou jako dva trosečníci, na ostrově, plném nedůvěry a vzájemného odcizení. Jako dva boxeři v ringu. Navzájem si vyměňují tvrdé údery. Cesta, která může skončit velmi tragicky. Stačí se podívat, kolem nás, stává se to dost často, hlavně poslední dobou. A pak už je úplně zbytečná otázka: Kevine, proč?",4,positive,277621
"Asi nejvíc vadila přítomnost Jonáka, navíc opatřeného fistulí (to takhle mluvil nebo ho tak děsně nadabovali?). Film je doslova o ničem, až vám Sováka začne být líto. I Hrubešové, která je tu moc pěkná a nestydí se. Blbost, blbost.",1,negative,108847
Jednu hvezdicku davam sobe ze jsem neco takoveho vubec prezil.Pro me hur ze jsem na to koukl z blu-ray jak nekdo muze neco takoveho vubec pustit na modrou placku.,1,negative,236019
"Bohužel se nemohu zbavit pocitu, že po opakovaném shlédnutí tohoto veledíla se tak nějak ztrácí jeho kouzlo prvního kontaktu. I tak mne ale pokaždé srazí do kolen jedno z nejsmutnějších filmových zakončení všech dob. Jack Nicholson je holt machr.",5,positive,2982
"Mazací hlava je film o samotářském muži s květákem na hlavě a bordelem uvnitř. Znáte to pořekadlo? Vrána k vráně sedá, rovný rovného si hledá. Tak si náš majitel květáku najde totálně vymazanou přítelkyni s ještě vymazanějšími rodiči. A když se takhle sešli všichni společně u společného stolu, tak to byla docela legrace. Poté se květákovi a jeho mentálně retardované přítelkyni poštěstilo míti děťátko, které bylo pastvou pro oči. Respektive se jim to poštěstilo ještě před večeří, ale dozvěděl se to až později od matky přítelkyně, která ho chtěla osouložit. Kdyby bylo možné mezidruhové páření, tak bych dal ruku do ohně, že květákovi přítelkyně zahnula současně s kuřetem, kačerem a rybou, neboť dítě vypadá, povím-li to slušně, nestandardně. Film pochází z rané režisérovi tvorby, kdy ještě definitivně nezešílel a jeho filmy dávaly alespoň nějaký smysl. Hlavní dějová linie tohoto filmu je rovněž jednoduchá a je popsána v obsahu. To co v obsahu není jsou květákovy vize, vidiny a halucinace(nevím, jak to přesně nazvat) které smysl nedávají vůbec žádný, jsou debilně natočeny a měl by za ně někdo Lynche zlynčovat, nebo mu alespoň na chvíli udělat z análního vývodu anální přívod a všechny mu je tam narvat. Vážně nevím, co vám všem aktivovalo ty vaše deprese a noční můry. Atmosféra byla, řekněme, zajímavá. Černobílost a slušná prácička se světlem ji ještě zdokonalovaly, ale stejně nemohu říct, že by mě film jakkoli rozhodil, či mi pozměnil náladu, či mi na nějakou chvíli uvízl v paměti. Jako žít bych v podobné atmosféře s podobnými lidmi rozhodně nechtěl, ale to je vážně můj jediný zážitek, který si z filmu odnáším. Jsem si jistý, že po dopsání komentáře už si na něj ani nevzpomenu, ale ruku do ohně bych za to nedal. Třeba se mi o něm bude zdát. Je čas pro finální součet. Úplná sračka to není, to nemohu říct. Ale zřejmě postrádám nějaký ten gen navíc, abych se dokázal infiltrovat do Lynchových feťáckých vizí. Já se schválně někdy nečichám toluenu a dám si chlast na trávu a kouknu na tento snímeček. Trošku se bojím, že se po něm zasamovraždím, neboť tu každý schízuje, jak je strašně depresivní, ale jsem ochotný v zájmu vyššího blaha toto riziko podstoupit. Mám z Lynche pouze takový pocit a každým dalším filmem mě v tomto pocitu ujišťuje, že nemá světu co říct, a proto zabaluje své filmy do kupy hoven a nutí tak diváka, aby si řekl sám, co by rád slyšel. Dovolím si to nepovažovat za umění, ale za prvotřídní vychcanost. A odpusťte mi, pokud se opakuji. 1*",1,negative,6252
"Ďalší jaskyniarsky horor... Hra s tieňmi a svetlom nepriniesla požadované napätie a neustále pobehovanie dokola v tme začína postupne nudiť. Do polovice filmu je však pointa zaujímavá a potom už je to len šialenosť. Aspoň som sa dozvedel, že Yeti je pôvodne Rus Peter a žije v Kazachstane.",2,negative,229516
"Na dobu a zemi vzniku jednoznačně nadčasová a já to řeknu naplno nejlepší domácí kriminálka! Revoluční styl vyprávění z pohledu hlavního (anti)hrdiny vraha. Do té doby naprosto nevídaná detailní scéna znásilnění a navíc spousta skryté ironie a pekelných dialogů. Dneska už to možná nešokuje, ale funguje to stále bezchybně. Aneb kdo by čekal, že ve filmu od režiséra Pana Tau uvidí Arabelu zaškrcenou obrovským Polákem! Naprosto dokonalá záležitost která nestárne ani 35 let po svém vzniku. Co bych dal dneska za takovej krimi film.95%",5,positive,7400
"Povedené pokračování rozvíjí načrtnutné linie a stíhá varovat před umělou inteligencí. Bohužel trpí dvojkovostí a filmu by bodla půlhodina budování pozadí postav navíc, protože pro samou akci na ně prostě není dostatek času. Ani Ultronova snaha o anihilaci Avengers mi nepřijde dostatečně opodstatněná, ale charizma mu rozhodně neschází. Spader si to užívá. Odbočky ke kamenům nekonečna strhávají pozornost špatným směrem, i když se Whedon snažil vetknout to do příběhu opodstatněně Age of Ultron tím působí jako pouhé předmostí dvojdílné Infinity War, která přijde až za tři roky. Největším tahounem filmu je docela (příjemně) překvapivě Hawkeye Jeryho Rennera v závěsu s antihrdinským Starkem a Bannerem, kteří kazí na co sáhnou. Digitální orgie jsou místy trochu ubíjející, protože se akce snaží věnovat všem postavám. Chemie v kecacích scénách ovšem funguje na výbornou. Jsem docela zvědavý jak pozměněná týmová sestava ovlivní další Marvelovky. Mám radost, že se k něčemu takovému odhodlali. Vize si zaslouží více prostoru.",4,positive,317410
"Ten Albert Pyun je patrně těmi Cyborgy posedlý. Cyborg s Van Dammem je super, ale totok? Ta baba je tak nesympatická, že by ju nezamněstnali ani coby jako koupelářku na šachtě Důl Darkov. Věřím, že v originálním znění to vypadá lépe, bo ten náš dabing opravdu rve uši:-) Jednu hvězdu jak byk pro Henriksena a jeho papouška.",1,negative,7536
"Uff.. Složitý film jak Prase! Tenhle počin se mi vyhl velkým obloukem..  Nebavilo mně to, Nelíbilo se mi to, Nepochopil jsem to, nevím o co tam šlo.. Už nikdy Více!",2,negative,6256
"Ano, myslím si, že že tohle je nejlepší filmové dílo všech dob. Strčí jistě do kapsy historickým žebříčkům často dominujícího Wellesova Občana Kanea či na tomhle serveru momentálně vévodící Darabontův vězeňský opus Vykoupení z věznice Shawshank, pojednání v podstatě na stejné téma.Téma svobody, hledání jejích hranic a přijímání konformity života společenství, ve kterém žijeme, či ve kterém jsme NUCENI žít. Osobně mám radši třeba Jarmuschova Mrtvého muže, ale ten je pouze pro výlučné publikum. Formanův majstrštyk je však natočen tak geniálně, že osloví v podstatě kohokoliv. Je to postmoderní umělecký fenomén jako třeba Jméno růže - úžasná detektivka, v které si ale sofistikovaný čtenář najde mnoho obohacujícího, což ovšem čtenář povrchní s lehkým srdcem přehlédne a oželí. Stejně funguje i Formanův strhující film. Svobodomyslnost je tu konceptem, Miloš Forman vlastně točí o hippies, o revoltě proti dogmatické a ustrnulé společnosti, což je jeho celoživotní téma. Herecký koncert v podstatě všech zúčastněných herců (i neherců) v čele s Jackem Nicholsonem bere dech a dějová linka chtě nechtě zacloumá každým divákem. Forman nechává děj plynout a neodvratně se blíží katastrofa, která z povahy tohoto téměř antického dramatu vyplývá. Je to totiž jako život. A jako v životě se toho dalo jistě zkazit mnoho, ale lépe už se tenhle film natočit nedal...",5,positive,2982
"Na tomhle filmu je nejhorší asi to, že se v něm zahazujou herci jako John Candy nebo Joe Pesci. Ale uznávám, že v dětství jsem měl tenhle film rád.",2,negative,1628
"Nesnáším tu stylizaci, nemám rád Burianovo rádoby herectví, nesnáším to přehrávání, pitvoření a ten jeho debilní hlas. Ono se to lidem opravdu ještě dneska líbí, nebo je 80% hvězdiček z nějaký nostalgie, co?",2,negative,8815
"Hypnotické, magické, surrealistické. Další Lynchův geniální tah démonického podvědomí a psychologického stavu člověka.",4,positive,6245
"Jeden z největších filmových zážitků, jaké jsme mohli na plátně kdy vidět. Tak působivě natočené dílo se vidí jen málokdy. Závěrečná scéna mě naprosto dostala, že jsem nemohl ani nabrat dech. Frank Darabont toho sice moc nenatočí ale když už se do něčeho pustí, tak to opravdu stojí za to.",5,positive,2292
"Tyler mě varoval, že tohle není nejlepší začátek pro studium tvorby Davida Lynche...ale jak to tak vypadá, jsem třikrát větší cvok než Tylerova maličkost, protože jsem si Zběsilost V Srdci dal na jeden zátah a ještě se u některých scének zasmál. Nebudu říkat u jakých, protože to už by se mnou tady asi nikdo nepromluvil:) Tenhle film je psycho, ale jako všechny Lynchoviny má svoje osobité kouzlo (viz Cage v hadím saku jako Elvis a proti tomu čarodejnice na koštěti)...čím to, že pod tímhle režisérem si každý herec svoji roli šílence vychutnává??? Myslím, že to radši nechci vědět. Každopádně tenhle film je výjimečný zážitek a je podobným výrazem individuality jako zmiňované hadí sako...",4,positive,6261
"Úplně zbytečně z toho dělají muzikál. Pár situací a rozhovorů tam bylo opravdu geniálních. Ale koukal jsem to na několikrát, jak mě to nebavilo. 50%",2,negative,23443
"Silný příběh...
Zajímalo by mě, jak měří ty GPS nadmořskou výšku. Většina výškoměrů měří na bázi barometrického tlaku, což v bouřkovém mraku může hodně zkreslovat.",5,positive,398870
"Perfektne zobrazené hrôzy druhej svetovej vojny a fantastický (Oscarový) výkon Adriena Brodyho. Síce miestami zdĺhavo natočené, ale napriek tomu veľmi zaujímavý, poučný a niekedy aj drastický. Na filme sa mi najviac páčili prostredia, v ktorých sa hlavný hrdina musel skrývať. Myslím tým, že som bol očarený ako vierohodne a do svojej doby bol film urobený. Predovšetkým prvý byt, v ktorom sa Brody skrýval a jeho výhľad bol úžasný. Film stál cca 35 miliónov dolárov, no šikovný režisér (ktorý sa zároveň staral aj o produkciu) peniaze zužitkoval tak, že film (čo sa výpravy a masových scén týka) pôsobí drahšie. Brody beztak silnému príbehu dodáva vážnosť a uznávaná knižná predloha rešpekt. Pritom sa ani sekunda neodohráva v koncentračnom tábore. Film získal Oscara za najlepšiu réžiu, adaptovaný scenár a mužský herecký výkon v hlavnej úlohe.",5,positive,7355
"Proč vy jste pořád takovej slušnej?! - Ze stejného důvodu, proč vy nejste. Byl jsem tak vychován.Rozehrát na tak malém prostoru a prakticky v jedné místnosti takhle působivé drama, to se jen tak nevidí. Sidney Lumet to ale dokázal a stvořil snímek, který je podle mého názoru (společně s filmemJako zabít ptáčka) nejlepším z prostředí soudních síní. Henry Fonda si mě svým výkonem omotal okolo prstu a vůbec, všech dvanáct charakterů porotců je tak dobře prokreslených, až to bere dech (představí se nám např. Jiří Voskovec, Lee J. Cobb či můj oblíbenec Martin Balsam). Výborné herecké výkony a poutavý děj, který nemá ani jedno hluché místo, dělají z tohoto filmu silnou podívanou. A to nejen pro milovníky komorních dramat. Jak by se asi příběh vyvíjel, kdyby v úvodu Fonda (takový šťouravý předchůdce poručíka Columba) neupozornil na pár nesrovnalostí v případu? Brilantní film, jehož 8. místo v žebříčku na ČSFD, je naprosto odpovídající a zasloužené. Jeden z mých nejoblíbenějších filmů vůbec. P.S. K mé převeliké radosti je na DVD původní český dabing z roku 1961 (!!). Hlasy zde porotcům propůjčili např. Lubomír Lipský, Václav Voska, Radovan Lukavský, Bohuš Záhorský, Bohumil Švarc či Čestmír Řanda. Jako trešinka na dortu je Karel Höger, coby elegantní Henry Fonda. Pro fanoušky starého českého dabingu, je to naprosto unikátní lahůdka.",5,positive,6178
"Soundtrack Eric Serra:1.	Noon [4:01]
,2.	Cute Name [3:28]
,3.	Ballad For Mathilda [2:14]
,4.	What's Happening Out There? [3:05]
,5.	A Bird In New York [1:20]
,6.	She Is Dead [1:31]
,7.	Fatman [5:16]
,8.	Leon The Cleaner [1:50]
,9.	Can I Have A Word With You? [1:14]
,10.	The Game Is Over [1:36]
,11.	Feel The Breath [3:18]
,12.	Room 4602 [1:17]
,13.	Very Special Delivery [2:41]
,14.	When Leon Does His Best [2:11]
,15.	Back On The Crime Scene [2:33]
,16.	Birds Of Storm [1:37]
,17.	Tony The IBM [1:57]
,18.	How Do You Know It's Love? [1:29]
,19.	The Fight Part 1 The Swat Squad [2:30]
,20.	The Fight Part 2 Bring Me Everyone [4:33]
,21.	The Fight Part 3 The Big Weapon [3:02]
,22.	The Fight Part 4 One Is Alive [3:14]
,23.	Two Ways Out [3:10]",5,positive,773
"Vlastně už s odstupem času nevím, co se dělo v tomto díle a co v tom původním, ale ty naše plastelínové chobotničky zkrátka nejde nemilovat. Ze všech rodinných filmů, jež vznikly na našem území v osmdesátkách, chobotničky okupují jejich vrchol.",4,positive,7403
"Jeden z normálnějších Lynchových filmů, i když jeho rukopis se zcela nezapře. Tahle trochu netradiční sci-fi se mi hodně líbí, stejně jako se mi třeba líbí sci-fi od Kubricka; je to totiž úplně jiná sci-fi, než na jakou je běžný konzument zvyklý a působí tudíž osvěžujícím dojmem. Tenhle film mě rozhodně baví víc, než nudně románová, pseudoscifictická knižní předloha. A taky mě baví Kyle MacLachlan ve své první (a rovnou hlavní) filmové roli. Ale není to taková moje srdcovka, jako třeba mistrův Blue Velvet nebo Twin Peaks, někteří herci své role na můj vkus příliš afektovaně přehrávají a místy už film bohužel působí zastarale",4,positive,6250
"Předložím vám nabídku, kterou nemůžete odmítnout. Buď se na Kmotra podíváte a uvidíte v něm vrchol filmového řemesla a nebo... No comment. Ovšem v tom případě očekávejte nějakého toho částečného koníka v postýlce. Jako adaptace předlohy ""pouze"" za čtyři hvězdy, ale jakožto samostatně stojící film bez připomínek.",5,positive,1644
"Od samého počátku se mi hnusil parodický a poučný tón, stvrzený závěrečným zmoudřením jinošského hrdiny. Exteriéry sice byly snímány citlivě a Illínova hudba vnímavě korespondovala s dějem, ale přesto ten mentorsky vztyčený prst neustále hrozil a vše kazil. Ideologicky motivované nerozumění rodokapsové romantice, tomu, že i tento naivní model světa může být klíčem ke kráse skutečnosti, v jistých životních fázích přístupnější nad jiné, vážnější a hlubší, se stalo prvním a hlavním tématem, poselstvím tohoto filmu, a vše nedotažené, černobílé, ještě více zhrublo a snímek zredukovalo na pouhou agitační, didaktickou pomůcku.",2,negative,7401
"Sledovat hodinu a čtyřicet minut hlavního ""hrdinu"" jak si obdobným tempem honí péro, asi to bude stejně motivační a zaručeně se u toho bude podobně tvářit . Vážně jsem nepochopil pointu tohoto nereálného shitu s choutkami mít poselství, který mě nejprve důkladně zasvětil do příběhu nesmělého hudebního nerda, včetně vylíčení jeho ostýchavosti, panictví a malého sebevědomí, aby mě o dvacet minut později donutil ho nenávidět díky spratkovitému a zcela iracionálnímu chování, a všechny ty ""útrapy"" kokota za volantem mu s chutí přát, aby v závěru otočil úplně a naznačil, že pokud vás někdo psychicky a fyzicky týrá, protože je přinejmenším psychopat, v tom horším vyhořelý čurák vylévající si osobní mindráky na všech okolo, je to vlastně všechno v pořádku, protože ve vás možná bude skrytý génius a bez pečlivého dohledu takového rasa by nikdy nebyl odhalen! Čert vem, že se kvůli tomu ten zbytek neúspěšných psychicky složí,  bude trpět depresemi a třeba se jen tak zabije v autě, kdy se v něm oběsí na trámu! Pokud jednou dokonale zabubnujete s dřívky na pár vysoustružených dutých válců, stálo to za to! Právě skrytá obhajoba Fletchera v roli neomezené a nekritizované autority v úplném a notně debilně hollywoodském závěru a vylíčení ho jako fér roviny chlapa, mi přišla na celém filmu to nejvíc sebepochcávající. Možná jsem ale tu ryzí story kompletně vycucanou z prdele řádně psychologicky nepochopil a sovy nejsou tím, čím se zdají být. U tohoto typu filmů primárně záleží jen na tom, jestli přirozeně přejete nebo jste ochotni přát hlavní postavě a zfetovaní sentimentem přehlížíte ty píčoviny. Já tak učinit z výše uvedených důvodů nemohl, takže jsem se jen sarkasticky chechtal a prstem se znuděně rýpal v těch nelogičnostech.40%",2,negative,358992
"Příšerný film. Černobílé postavy (Ljuba Hermanová jako superzlá sekretářka, zato Korbelářovi už zbývalo jen nainstalovat svatozář), klišé, nelogičnost, nulové tempo, mimoňské prostřihy, ujetá psychedelická scéna se zrcadlem...a tak by se dalo pokračovat dál a dál. Poslední půlhodina filmu, kdy se hlavní postavy nesmyslně (a především zdlouhavě!) naháněly na trase Praha-domovutajenéhodítěte a zpět, už byla učiněným utrpením.",2,negative,5349
"Za odpad to nepovažuji - klidně 30%. Některé scény mi přišly zvláštním způsobem zábavné - možná spíš směšné, ale ať tak či tak, smál jsem se...",2,negative,220058
"Rozhodně Bessonův nejlepší film a ve srovnání s tím co plodí, v posledních letech, je téměř neuvěřitelné, že bývaly časy, kdy točil tak procítěně a promyšleně. A s výborným obsazením. Jean Reno jako zabiják Leon je dechberoucí, a když na scénu přijde Natálka (tady se k ní ta zdrobnělina ještě opravdu hodí) a pomalu se začne rozvíjet dojemný a drastický příběh, je to opravdová dokonalost. Tak talentované a nádherné ""nálezy"" by mohly přicházet častěji. Leonův vztah k Matildě a samozřejmě naopak je krásný a i když se může zdát občas na hranicích extrému, perfektně zapadá do konceptu. Nemůžu samozřejmě opomenout ani Oldmana, který představuje další ze svých šílených kreací a jeho padouch je přesně tak slizký a podivínský, jak se to k Lucovi hodí. Po technické stránce taktéž perfektní práce, akční scény jsou úžasné (závěr či úvod) a rozhodně je to další film, který splnil svůj účel stoprocetně. Pobavit i nasytit mysl..",5,positive,773
"Vlastně mě ani nepřekvapuje, že už teď Mangoldovo navoňenou Le Mans vidělo dvojnásobek čsfďáků, nežtuhle olejem umaštěnou klasiku.Celkem pecka, ale za všechny ty nepřesnosti, teda lži, bude muset stačit čtvrtá hvězda. No, uvidíme dneska na Glóbech.",4,positive,332773
"Strašlivě samo účelový film, vyždímat z lidí co nejvíce slziček a vytřískat z toho peníze. Spielbergovi jsem nikdy nemohla přijít na chuť a tento snímek mě v tom akorát utvrdil. Technicky je to možná bez chybičky, ale ono vylíčení Schindlera jako dobrotivého hrdiny? Tomu nevěřím. Chápu, že tohle není výukový dokument, ale hollywoodský film, ale přece jen to vymáchání Schindlera vesladkém medíkubylo zkrátka příliš. Když tu tak čtu ty komentáře o tom, jaký byl Schindler hrdina, tak musím říct, že tenhle film je největší oblbovák všech dob. Filmy o osudech Židů, stejně tak jako knihy mě zajímají, ale Seznam ve mne nedokázal vyvolat skoro žádné emoce. Až u posledních záběrů z Osvětimi mě mrazilo. Jinak samé kecání a kecání, hluchá místa. Neustále jsem se dívala na čas a modlila se, ať to už skončí.. takže bohužel, já se k fandovské základně nepřipojím.Nepochybuji o tom, že Spielbergovy záměry byly dobré, ale podle mě z toho až příliš čiší ten Hollywood (což mi nikdy nevadilo, ale tady je to zkrátka moc)..",1,negative,8653
"Hrozná kravina,špatný triky, herecký výkony žádný k tomu nelogické chování hlavnich postav i nelogické věci,více méně ztráta času.",1,negative,331378
